source target weight_t0 weight_t1 weight_t2 weight_t3 weight_t4
Académica_Coimbra Wolfsburg 0 1 0 0 0
Ajax ADO_Den_Haag 0 0 1 0 0
Ajax AS_Roma 0 1 0 1 0
Ajax AZ_Alkmaar 0 0 0 1 0
Ajax Arsenal 1 0 0 0 0
Ajax Atlético_Madrid 1 1 0 0 0
Ajax Barcelona 0 0 1 1 1
Ajax Bayer_Leverkusen 0 0 0 1 0
Ajax Belenenses 0 0 0 1 0
Ajax Benfica 0 1 0 0 0
Ajax Bologna 0 0 0 1 0
Ajax CD_Leganés 0 0 1 0 0
Ajax CD_Málaga 1 0 0 0 0
Ajax CD_Nacional 1 0 0 0 0
Ajax Catania 0 0 1 0 0
Ajax Crystal_Palace 0 0 0 1 0
Ajax De_Graafschap 1 0 0 0 0
Ajax Everton 0 0 0 1 0
Ajax FC_Eindhoven 0 0 0 1 0
Ajax FC_Groningen 0 1 1 1 0
Ajax FC_Nantes 0 0 1 0 0
Ajax FC_Twente 1 1 0 0 1
Ajax FC_Utrecht 0 0 0 1 1
Ajax FC_Zwolle 0 0 1 1 0
Ajax Genoa 0 0 0 1 0
Ajax Heracles_Almelo 0 0 1 0 0
Ajax Juventus 0 0 0 1 0
Ajax Kuban_Krasnodar 0 1 0 0 0
Ajax LOSC_Lille 0 0 1 0 0
Ajax Liverpool 1 0 0 0 0
Ajax Manchester_City 0 0 1 0 1
Ajax Middlesbrough_FC 0 0 1 0 0
Ajax Milan 1 0 0 0 1
Ajax NAC_Breda 1 0 0 0 0
Ajax Napoli 0 0 1 1 0
Ajax Newcastle 0 1 1 0 0
Ajax OGC_Nice 0 1 0 1 0
Ajax PSG 0 1 0 0 0
Ajax RKC_Waalwijk 0 1 0 0 0
Ajax Real_Madrid 1 0 0 0 0
Ajax Roda_JC 0 1 0 0 0
Ajax SC_Feyenoord 0 0 1 0 1
Ajax SC_Heerenveen 1 0 0 0 0
Ajax SC_Lyon 0 0 0 1 1
Ajax SS_Lazio 0 0 1 0 0
Ajax Sevilla_FC 0 0 0 1 0
Ajax Sparta_Rotterdam 1 0 0 0 1
Ajax Spartak_Moscow 0 1 0 0 1
Ajax Sporting_Gijón 1 0 0 0 0
Ajax Swansea_City 0 0 1 0 0
Ajax Tottenham 0 1 0 1 0
Ajax UC_Sampdoria 0 0 1 0 0
Ajax VVV-Venlo 1 0 0 0 0
Ajax Vitesse 0 1 0 1 0
Ajax Willem_II 0 0 1 0 0
Ajax Wolfsburg 0 0 1 0 0
Akhmat_Grozny AC_Amiens 0 0 1 0 0
Akhmat_Grozny Burnley 0 0 1 0 0
Akhmat_Grozny CD_Feirense 0 0 0 1 0
Akhmat_Grozny Dynamo_Moscow 0 0 0 1 0
Akhmat_Grozny FK_Rostov 0 0 0 1 0
Akhmat_Grozny FK_Tambov 0 0 1 0 0
Akhmat_Grozny Montpellier 0 0 0 1 0
Akhmat_Grozny Sporting 0 0 0 1 0
Akhmat_Grozny St._Petersburg 0 0 0 1 0
Akhmat_Grozny Uralmash 0 0 0 1 1
Alania FK_Rostov 1 0 0 0 0
Alania KS_Samara 1 0 0 0 0
Alania LFK_Sibir 1 0 0 0 0
Alavés AS_Monaco 0 0 0 1 0
Alavés Athletic 0 0 0 1 0
Alavés CD_Leganés 0 0 0 1 0
Alavés Real_Betis 0 0 0 1 0
Alavés US_Lecce 0 0 1 0 0
Alavés Valencia 0 0 0 1 0
Alavés Watford_FC 0 0 0 1 0
Almería_CF AC_Fiorentina 1 0 0 0 0
Almería_CF Académica_Coimbra 0 0 1 0 0
Almería_CF Brentford 0 0 1 0 0
Almería_CF CA_Osasuna 1 0 0 0 0
Almería_CF CD_Málaga 1 0 0 0 0
Almería_CF Genoa 1 0 0 0 0
Almería_CF Getafe 1 0 0 0 0
Almería_CF RCD_Mallorca 1 0 0 0 0
Almería_CF Real_Madrid 1 0 0 0 1
Almería_CF Sevilla_FC 0 0 1 0 0
Almería_CF Valencia 1 0 0 0 0
Amkar_II Din._Krasnodar 1 0 0 0 0
Amkar_II Dynamo_Moscow 0 1 0 0 0
Amkar_II FK_Rostov 0 0 1 0 0
Amkar_II FK_Ufa 0 0 1 0 0
Amkar_II Idel_Kazan 1 0 1 0 0
Amkar_II Lokomotiv_Moscow 1 0 1 0 0
Amkar_II Real_Zaragoza 0 0 1 0 0
Amkar_II Spartak_Moscow 1 0 1 0 0
Amkar_II Terek_Grozny 0 1 0 0 0
Amkar_II Torino_FC 0 0 1 0 0
Angers_SCO AC_Amiens 0 0 0 1 0
Angers_SCO Birmingham 0 0 0 1 0
Angers_SCO Bristol_City 0 0 1 1 0
Angers_SCO Derby 0 0 1 0 0
Angers_SCO Dijon_FCO 0 0 1 0 0
Angers_SCO EA_Guingamp 0 0 0 1 0
Angers_SCO FC_Metz 0 0 1 0 0
Angers_SCO Heracles_Almelo 0 0 1 0 0
Angers_SCO LOSC_Lille 0 0 0 1 0
Angers_SCO R._Strasbourg 0 0 0 1 0
Angers_SCO Rennes 0 0 0 1 0
Angers_SCO SC_Lyon 0 0 0 1 0
Angers_SCO SM_Caen 0 0 0 1 0
Angers_SCO Villarreal_CF 0 0 0 1 0
Angers_SCO Wolves_FC 0 0 1 0 1
Arouca Académica_Coimbra 0 0 1 0 0
Arouca CD_Nacional 0 0 1 0 0
Arouca CD_Tondela 0 0 1 0 0
Arouca Espanyol 0 0 1 0 0
Arouca FC_Nantes 0 0 1 0 0
Arouca FC_Nuremberg 0 0 1 0 0
Arouca FC_Paços_de_Ferreira 0 0 1 0 0
Arouca FC_Penafiel 0 0 1 0 0
Arouca FC_Toulouse 0 0 1 0 0
Arouca Moreirense_FC 0 0 1 0 0
Arouca Rio_Ave_FC 0 0 1 0 0
Arouca SC_Olhanense 0 1 0 0 0
Arouca Vitória_Setúbal_FC 0 0 1 0 0
Arsenal AS_Roma 0 1 0 0 1
Arsenal AS_Saint-Étienne 0 0 0 1 0
Arsenal Académica_Coimbra 1 0 0 0 0
Arsenal Alavés 0 0 1 0 0
Arsenal Atlético_Madrid 1 0 0 0 0
Arsenal Barcelona 1 1 1 0 1
Arsenal Barnsley_FC 0 1 0 0 0
Arsenal CA_Bastia 0 1 0 0 0
Arsenal Cardiff 0 0 1 0 0
Arsenal Chelsea 0 0 0 1 0
Arsenal Crystal_Palace 0 1 0 0 0
Arsenal Derby 0 0 0 1 0
Arsenal Everton 0 0 0 1 0
Arsenal FC_Augsburg 0 0 0 1 0
Arsenal FC_Girondins_Bordeaux 0 0 0 1 0
Arsenal FC_Nuremberg 0 1 0 0 0
Arsenal FC_Toulouse 0 0 0 1 0
Arsenal Fulham 1 0 1 0 1
Arsenal Hamburger_SV 0 0 1 0 0
Arsenal Ipswich_Town 0 1 0 0 0
Arsenal Juventus 0 0 0 1 0
Arsenal Liverpool 0 0 0 1 0
Arsenal Manchester_City 1 1 1 1 0
Arsenal Marseille 0 0 1 0 1
Arsenal Middlesbrough_FC 1 0 0 0 0
Arsenal Milan 1 0 0 0 0
Arsenal Napoli 0 0 0 1 0
Arsenal Newcastle 1 0 0 0 1
Arsenal Norwich 0 0 1 0 0
Arsenal Nottingham_Forest 0 1 0 1 0
Arsenal QPR 0 1 0 0 0
Arsenal Real_Madrid 0 1 0 1 0
Arsenal St._Petersburg 0 1 0 0 0
Arsenal Stuttgart 1 0 0 0 1
Arsenal Suderland 0 1 0 0 0
Arsenal Swansea_City 0 0 1 0 0
Arsenal Tottenham 1 0 0 0 0
Arsenal Valencia 0 0 0 1 0
Arsenal Villarreal_CF 0 0 0 1 0
Arsenal Watford_FC 0 1 0 1 0
Arsenal Werder_Bremen 1 0 1 0 0
Arsenal West_Brom 0 0 0 1 0
Arsenal West_Ham 0 0 0 1 0
Arsenal Wolfsburg 0 0 1 0 0
Arsenal_Tula Emmen 0 0 1 0 0
Aston_Villa AC_Fiorentina 0 0 0 1 0
Aston_Villa Atalanta 0 0 0 1 0
Aston_Villa Birmingham 1 0 0 1 1
Aston_Villa Blackpool 1 0 1 0 0
Aston_Villa Bolton 1 1 0 0 0
Aston_Villa Bristol_City 0 0 0 1 1
Aston_Villa Burnley 0 0 1 0 0
Aston_Villa Cardiff 0 0 1 0 0
Aston_Villa Coventry 1 0 0 0 0
Aston_Villa Crystal_Palace 0 1 0 0 0
Aston_Villa Derby 0 0 1 0 0
Aston_Villa Doncaster_Rovers 0 1 0 0 0
Aston_Villa Everton 0 0 1 0 0
Aston_Villa FC_Eindhoven 1 0 0 0 1
Aston_Villa Fulham 1 0 0 0 0
Aston_Villa Huddersfield_Town 0 0 0 1 0
Aston_Villa Juventus 1 0 0 0 0
Aston_Villa Leeds 0 1 0 0 0
Aston_Villa Leicester 0 0 1 0 0
Aston_Villa Liverpool 0 1 1 0 0
Aston_Villa Manchester_City 1 1 1 0 1
Aston_Villa Marseille 0 0 0 1 0
Aston_Villa Middlesbrough_FC 0 0 1 0 0
Aston_Villa Millwall 0 1 0 0 0
Aston_Villa Newcastle 0 0 1 0 1
Aston_Villa Nottingham_Forest 0 1 0 1 0
Aston_Villa Preston 0 0 1 0 0
Aston_Villa QPR 1 1 0 0 0
Aston_Villa Reading_FC 0 0 0 1 0
Aston_Villa Rennes 0 1 1 0 0
Aston_Villa Rotherham 0 0 1 0 0
Aston_Villa SC_Feyenoord 0 0 1 0 0
Aston_Villa SD_Eibar 0 0 1 0 0
Aston_Villa Stoke_City 1 1 1 0 1
Aston_Villa Suderland 0 1 0 0 0
Aston_Villa Swansea_City 0 0 1 0 0
Aston_Villa Tottenham 0 1 0 0 0
Aston_Villa Watford_FC 0 1 0 0 0
Aston_Villa West_Brom 1 0 0 0 0
Aston_Villa West_Ham 0 1 0 0 1
Atalanta AC_Amiens 0 0 0 1 0
Atalanta AC_Cesena 0 0 1 0 0
Atalanta AS_Roma 0 0 0 1 1
Atalanta Cagliari_Calcio 1 0 1 0 1
Atalanta Chievo_Verona 0 1 1 0 0
Atalanta FC_Crotone 0 0 1 0 0
Atalanta Genoa 1 1 1 1 1
Atalanta Hellas_Verona 0 0 0 1 0
Atalanta Idel_Kazan 0 0 1 0 0
Atalanta Juventus 0 1 1 1 0
Atalanta Leicester 0 0 1 0 1
Atalanta Middlesbrough_FC 0 0 1 0 0
Atalanta Milan 0 1 1 1 0
Atalanta Napoli 1 0 1 0 0
Atalanta SPAL 0 0 0 1 0
Atalanta Torino_FC 1 1 1 0 0
Atalanta UC_Sampdoria 0 0 1 0 0
Atalanta US_Palermo 1 1 0 0 0
Atalanta US_Sassuolo 0 1 1 0 0
Atalanta Udinese_Calcio 1 0 0 0 0
Athletic AC_Siena 0 0 1 0 0
